timestamp,temp,pH,light_prim,light_sec,air,co2,heater_pump,cooler_pump,co2_pump,turb_pump,comments
2025-10-30 21:20:05,20.65,6.71,233.0,826.0,316.25,7.41,0.0,60.0,0.0,0.0,
2025-10-30 21:25:05,20.71,6.67,233.0,827.0,317.55,4.36,0.0,70.0,0.0,0.0,
2025-10-30 21:30:05,20.73,6.65,233.0,827.0,317.55,6.22,0.0,70.0,0.0,0.0,
2025-10-30 21:35:06,20.71,6.71,233.0,827.0,317.55,3.47,0.0,70.0,0.0,0.0,
2025-10-30 21:40:06,20.71,6.65,233.0,828.0,317.55,5.13,0.0,70.0,0.0,0.0,
2025-10-30 21:45:06,20.64,6.71,233.0,828.0,317.55,7.19,0.0,60.0,0.0,0.0,
2025-10-30 21:50:07,20.79,6.67,233.0,828.0,317.55,4.14,0.0,70.0,0.0,0.0,
2025-10-30 21:55:07,20.79,6.65,233.0,829.0,317.55,6.0,0.0,70.0,0.0,0.0,
2025-10-30 22:00:07,20.71,6.71,233.0,825.0,317.55,3.36,0.0,70.0,0.0,0.0,
2025-10-30 22:05:07,20.72,6.65,233.0,829.0,317.55,4.91,0.0,70.0,0.0,0.0,
2025-10-30 22:10:08,20.68,6.67,233.0,827.0,317.55,6.98,0.0,60.0,0.0,0.0,
2025-10-30 22:15:08,20.71,6.67,233.0,830.0,317.55,4.03,0.0,70.0,0.0,0.0,
2025-10-30 22:20:08,20.64,6.65,233.0,826.0,316.25,5.78,0.0,60.0,0.0,0.0,
2025-10-30 22:25:09,20.71,6.71,233.0,830.0,317.55,8.06,0.0,70.0,0.0,0.0,
2025-10-30 22:30:09,20.72,6.65,233.0,826.0,317.55,4.8,0.0,70.0,0.0,0.0,
2025-10-30 22:35:09,20.7,6.67,233.0,828.0,316.25,6.76,0.0,70.0,0.0,0.0,
2025-10-30 22:40:10,20.71,6.67,233.0,829.0,317.55,3.81,0.0,70.0,0.0,0.0,
2025-10-30 22:45:10,20.64,6.65,233.0,827.0,317.55,5.56,0.0,60.0,0.0,0.0,
2025-10-30 22:50:10,20.72,6.74,233.0,828.0,317.55,7.84,0.0,70.0,0.0,0.0,
2025-10-30 22:55:11,20.65,6.65,233.0,827.0,316.25,4.58,0.0,60.0,0.0,0.0,
2025-10-30 23:00:11,20.65,6.65,233.0,827.0,317.55,6.54,0.0,60.0,0.0,0.0,
2025-10-30 23:05:11,20.71,6.71,233.0,827.0,317.55,3.81,0.0,70.0,0.0,0.0,
2025-10-30 23:10:12,20.66,6.65,233.0,826.0,317.55,5.46,0.0,60.0,0.0,0.0,
2025-10-30 23:15:12,20.64,6.74,233.0,830.0,317.55,7.63,0.0,60.0,0.0,0.0,
2025-10-30 23:20:12,20.64,6.67,233.0,828.0,316.25,4.47,0.0,60.0,0.0,0.0,
2025-10-30 23:25:13,20.79,6.65,233.0,828.0,317.55,6.44,0.0,70.0,0.0,0.0,
2025-10-30 23:30:13,20.64,6.71,233.0,829.0,317.55,3.7,0.0,60.0,0.0,0.0,
2025-10-30 23:35:13,20.66,6.65,233.0,828.0,317.55,5.35,0.0,60.0,0.0,0.0,
2025-10-30 23:40:14,20.71,6.74,233.0,828.0,318.86,7.52,0.0,70.0,0.0,0.0,
2025-10-30 23:45:14,20.71,6.67,233.0,828.0,317.55,4.36,0.0,70.0,0.0,0.0,
2025-10-30 23:50:14,20.71,6.67,233.0,828.0,317.55,6.33,0.0,70.0,0.0,0.0,
2025-10-30 23:55:14,20.64,6.71,233.0,828.0,317.55,3.59,0.0,60.0,0.0,0.0,
2025-10-31 00:00:15,20.69,6.65,233.0,827.0,317.55,5.24,0.0,60.0,0.0,0.0,
2025-10-31 00:05:15,20.71,6.74,233.0,828.0,318.86,7.3,0.0,70.0,0.0,0.0,
2025-10-31 00:10:15,20.69,6.67,233.0,828.0,317.55,4.25,0.0,60.0,0.0,0.0,
2025-10-31 00:15:16,20.71,6.67,233.0,828.0,317.55,6.11,0.0,70.0,0.0,0.0,
2025-10-31 00:20:16,20.71,6.71,233.0,828.0,318.86,3.47,0.0,70.0,0.0,0.0,
2025-10-31 00:25:16,20.71,6.67,233.0,828.0,318.86,5.13,0.0,70.0,0.0,0.0,
2025-10-31 00:30:17,20.71,6.74,233.0,828.0,317.55,7.19,0.0,70.0,0.0,0.0,
2025-10-31 00:35:17,20.7,6.67,233.0,828.0,317.55,4.14,0.0,70.0,0.0,0.0,
2025-10-31 00:40:17,20.62,6.67,233.0,828.0,317.55,6.11,0.0,60.0,0.0,0.0,
2025-10-31 00:45:18,20.71,6.71,233.0,827.0,318.86,3.47,0.0,70.0,0.0,0.0,
2025-10-31 00:50:18,20.72,6.65,233.0,828.0,317.55,5.02,0.0,70.0,0.0,0.0,
2025-10-31 00:55:18,20.73,6.71,233.0,828.0,317.55,7.09,0.0,70.0,0.0,0.0,
2025-10-31 01:00:19,20.71,6.67,233.0,827.0,317.55,4.14,0.0,70.0,0.0,0.0,
2025-10-31 01:05:19,20.66,6.67,233.0,829.0,317.55,6.0,0.0,60.0,0.0,0.0,
2025-10-31 01:10:19,20.69,6.74,233.0,828.0,317.55,3.36,0.0,60.0,0.0,0.0,
2025-10-31 01:15:20,20.64,6.67,233.0,829.0,316.25,4.91,0.0,60.0,0.0,0.0,
2025-10-31 01:20:20,20.71,6.74,233.0,828.0,317.55,7.09,0.0,70.0,0.0,0.0,
2025-10-31 01:25:20,20.75,6.71,233.0,827.0,317.55,4.03,0.0,70.0,0.0,0.0,
2025-10-31 01:30:20,20.68,6.67,233.0,829.0,316.25,5.89,0.0,60.0,0.0,0.0,
2025-10-31 01:35:21,20.65,6.74,233.0,828.0,317.55,3.36,0.0,60.0,0.0,0.0,
2025-10-31 01:40:21,20.64,6.67,233.0,828.0,317.55,4.91,0.0,60.0,0.0,0.0,
2025-10-31 01:45:21,20.71,6.71,233.0,829.0,317.55,6.98,0.0,60.0,0.0,0.0,
2025-10-31 01:50:22,20.74,6.71,233.0,828.0,317.55,4.03,0.0,70.0,0.0,0.0,
2025-10-31 01:55:22,20.71,6.67,233.0,827.0,317.55,5.89,0.0,70.0,0.0,0.0,
2025-10-31 02:00:22,20.72,6.74,233.0,829.0,317.55,3.25,0.0,70.0,0.0,0.0,
2025-10-31 02:05:23,20.67,6.67,233.0,829.0,317.55,4.91,0.0,60.0,0.0,0.0,
2025-10-31 02:10:23,20.71,6.74,233.0,829.0,317.55,6.87,0.0,70.0,0.0,0.0,
2025-10-31 02:15:23,20.64,6.71,233.0,829.0,317.55,4.03,0.0,60.0,0.0,0.0,
2025-10-31 02:20:24,20.71,6.67,233.0,828.0,317.55,5.78,0.0,70.0,0.0,0.0,
2025-10-31 02:25:24,20.65,6.74,233.0,828.0,317.55,3.25,0.0,60.0,0.0,0.0,
2025-10-31 02:30:24,20.71,6.67,233.0,828.0,317.55,4.8,0.0,70.0,0.0,0.0,
2025-10-31 02:35:25,20.68,6.74,233.0,828.0,316.25,6.87,0.0,60.0,0.0,0.0,
2025-10-31 02:40:25,20.64,6.71,233.0,829.0,317.55,4.03,0.0,60.0,0.0,0.0,
2025-10-31 02:45:25,20.71,6.67,233.0,829.0,317.55,5.78,0.0,70.0,0.0,0.0,
2025-10-31 02:50:26,20.71,6.74,233.0,828.0,317.55,3.25,0.0,70.0,0.0,0.0,
2025-10-31 02:55:26,20.74,6.67,233.0,828.0,317.55,4.91,0.0,70.0,0.0,0.0,
2025-10-31 03:00:26,20.64,6.74,233.0,829.0,317.55,6.98,0.0,60.0,0.0,0.0,
2025-10-31 03:05:26,20.71,6.71,233.0,828.0,317.55,4.03,0.0,70.0,0.0,0.0,
2025-10-31 03:10:27,20.64,6.71,233.0,830.0,316.25,5.78,0.0,60.0,0.0,0.0,
2025-10-31 03:15:27,20.66,6.74,233.0,827.0,317.55,3.25,0.0,60.0,0.0,0.0,
2025-10-31 03:20:27,20.64,6.71,233.0,827.0,317.55,4.8,0.0,60.0,0.0,0.0,
2025-10-31 03:25:28,20.73,6.74,233.0,827.0,316.25,6.87,0.0,70.0,0.0,0.0,
2025-10-31 03:30:28,20.71,6.74,233.0,828.0,316.25,3.92,0.0,70.0,0.0,0.0,
2025-10-31 03:35:28,20.67,6.67,233.0,828.0,317.55,5.78,0.0,60.0,0.0,0.0,
2025-10-31 03:40:29,20.71,6.77,233.0,827.0,317.55,3.25,0.0,70.0,0.0,0.0,
2025-10-31 03:45:29,20.64,6.67,233.0,828.0,316.25,4.8,0.0,60.0,0.0,0.0,
2025-10-31 03:50:29,20.68,6.74,233.0,830.0,316.25,6.98,0.0,60.0,0.0,0.0,
2025-10-31 03:55:30,20.64,6.71,233.0,829.0,317.55,4.03,0.0,60.0,0.0,0.0,
2025-10-31 04:00:30,20.71,6.67,233.0,830.0,317.55,5.89,0.0,70.0,0.0,0.0,
2025-10-31 04:05:30,20.61,6.74,233.0,828.0,316.25,3.25,0.0,60.0,0.0,0.0,
2025-10-31 04:10:31,20.64,6.71,233.0,829.0,316.25,4.8,0.0,60.0,0.0,0.0,
2025-10-31 04:15:31,20.71,6.77,233.0,828.0,317.55,6.87,0.0,70.0,0.0,0.0,
2025-10-31 04:20:31,20.71,6.71,233.0,828.0,317.55,4.03,0.0,70.0,0.0,0.0,
2025-10-31 04:25:32,20.71,6.71,233.0,832.0,316.25,5.78,0.0,70.0,0.0,0.0,
2025-10-31 04:30:32,20.62,6.77,233.0,830.0,317.55,3.25,0.0,60.0,0.0,0.0,
2025-10-31 04:35:32,20.66,6.71,233.0,830.0,317.55,4.91,0.0,60.0,0.0,0.0,
2025-10-31 04:40:32,20.62,6.74,233.0,829.0,316.25,6.98,0.0,60.0,0.0,0.0,
2025-10-31 04:45:33,20.71,6.74,233.0,827.0,316.25,4.03,0.0,70.0,0.0,0.0,
2025-10-31 04:50:33,20.71,6.71,233.0,828.0,316.25,5.78,0.0,70.0,0.0,0.0,
2025-10-31 04:55:33,20.64,6.77,233.0,826.0,317.55,3.25,0.0,60.0,0.0,0.0,
